,distance_from_home,distance_from_last_transaction,ratio_to_median_purchase_price,repeat_retailer,used_chip,used_pin_number,online_order,fraud
191587,2.242018108815639,2.1037734477481806,0.3848722792172889,1.0,1.0,0.0,0.0,0.0
265272,2.179261943229191,0.1597588737781209,1.3271221605679704,1.0,1.0,0.0,1.0,0.0
125628,29.035513075881667,0.6057654868057599,0.3495820134452437,1.0,0.0,0.0,1.0,0.0
677979,33.64585355090524,0.1594324806503289,1.7142981896425198,1.0,0.0,0.0,1.0,0.0
876994,7.140843349578361,0.5165394272678907,0.135852450109229,1.0,0.0,0.0,1.0,0.0
967138,0.7580872485819515,0.1200290730302784,1.3475674609590167,0.0,1.0,0.0,1.0,0.0
699002,61.36254577417857,0.0094765367000791,0.270475891125151,1.0,0.0,0.0,1.0,0.0
222477,1.902349721870136,0.1878516060304296,3.736849755662256,1.0,1.0,1.0,1.0,0.0
752378,0.1032998140972051,3.802328248179093,1.266364639245905,0.0,0.0,0.0,1.0,0.0
451131,5.13187879063585,1.9878246148551788,3.2780007746312383,1.0,1.0,0.0,0.0,0.0
398355,61.048206113025664,1.4506095175376563,1.1267349114658394,1.0,0.0,0.0,1.0,0.0
556452,84.63224940460157,0.0533711715292,0.7075668995098118,1.0,1.0,0.0,0.0,0.0
749798,12.930212874617723,8.226172070632904,0.2487404624883055,1.0,0.0,1.0,1.0,0.0
78151,2.792749052498226,12.69807585125867,0.2980220330696814,1.0,1.0,0.0,1.0,0.0
875471,10.860429913684294,0.0671379517318603,5.815684417060667,1.0,0.0,0.0,0.0,0.0
623083,4.836276980624167,0.2333367327155182,0.4594082482302278,1.0,0.0,0.0,1.0,0.0
656921,6.887531810068816,0.8763925411754354,0.0969033912713118,1.0,1.0,0.0,1.0,0.0
230780,6.795533440674481,2.892233044194647,1.57218420999042,1.0,0.0,0.0,1.0,0.0
712630,1.527578735544604,0.3754231383075452,11.09613714996274,0.0,0.0,0.0,1.0,1.0
534924,0.4913076971375296,2.951359536109623,3.1680604560438765,0.0,1.0,0.0,0.0,0.0
867251,11.528645091622185,2.8259638609913376,4.456964597426619,1.0,1.0,0.0,1.0,1.0
229974,0.8945879101548826,1.3382483603940665,4.018243931702273,0.0,0.0,0.0,1.0,1.0
702306,4.421516188833724,0.1251719470474039,1.9396978832300071,1.0,1.0,0.0,0.0,0.0
541596,1.5160842163507222,0.1336685099317624,0.6392677535889707,0.0,0.0,0.0,1.0,0.0
537229,3.753704028189112,0.0371333502939528,0.968102950134018,1.0,1.0,0.0,0.0,0.0
829132,4.490490172710527,0.1327680797097767,0.4413618786336585,1.0,0.0,1.0,1.0,0.0
421755,0.3206559349322257,0.333517281917596,0.8591785071008191,0.0,0.0,1.0,1.0,0.0
69783,10.079093900263889,0.630270865898833,0.6133562957706469,1.0,0.0,0.0,0.0,0.0
831767,3.009554384171611,10.056467324776214,0.8441871105285753,1.0,0.0,1.0,0.0,0.0
923901,26.09037574324942,0.1030535949499383,20.530245577711057,1.0,1.0,0.0,1.0,1.0
662121,9.846429185417536,0.0448466625826013,2.0847988514445586,1.0,0.0,0.0,0.0,0.0
502751,2.2216206468889657,0.0636911614361387,0.3325768492149266,1.0,0.0,0.0,0.0,0.0
810698,23.97726778704501,11.07736540180016,4.399062376765087,1.0,1.0,0.0,1.0,1.0
147465,28.20126477214873,48.64278334712344,1.9229706872543768,1.0,0.0,0.0,1.0,0.0
513445,4.699014291486711,3.011585926358285,0.4652524471450173,1.0,0.0,0.0,0.0,0.0
473730,43.42367959455559,7.498800429575232,0.977378250111666,1.0,0.0,0.0,0.0,0.0
539896,13.568040493312916,0.1328466294665211,0.5671816396030642,1.0,0.0,0.0,1.0,0.0
291071,33.47959913622972,9.945397724002705,2.7466841875627472,1.0,0.0,0.0,1.0,0.0
882090,43.40996214895032,0.0775212695121581,3.9443702452163394,1.0,0.0,0.0,1.0,0.0
712298,63.27604837013214,5.887249720859217,0.4876149075273594,1.0,1.0,0.0,1.0,0.0
646618,34.098750118747304,0.0722632792279621,1.8242181483773312,1.0,0.0,0.0,0.0,0.0
816135,46.79142173745615,0.4053073831929613,0.3409968662713414,1.0,0.0,0.0,1.0,0.0
312846,6.873850968860458,0.8778281683200458,1.6141872492396585,1.0,0.0,0.0,1.0,0.0
851170,1.0935451652443888,6.048167233333143,1.883268039531945,0.0,0.0,0.0,1.0,0.0
370924,16.569590277422297,0.50575104260806,0.3164717222289954,1.0,0.0,0.0,0.0,0.0
64824,0.5076581007226342,1.1228345703354552,0.7305705855818635,0.0,0.0,0.0,0.0,0.0
681924,26.70476055802193,0.9550027581945606,1.5980416368788737,1.0,0.0,0.0,0.0,0.0
204154,37.27398275777548,2.791297008712515,3.075315905440319,1.0,0.0,0.0,1.0,0.0
801002,26.80252923492916,1.381572492696423,0.6043205436600134,1.0,0.0,0.0,1.0,0.0
694905,9.688435810676172,9.425157039688902,0.762704613988701,1.0,1.0,0.0,0.0,0.0
852573,1.1847019665849534,5.356451323973337,0.3719793580774309,0.0,0.0,0.0,1.0,0.0
397899,6.194034996301048,0.0790187333370646,3.146458223796626,1.0,0.0,0.0,1.0,0.0
354767,19.402792650351223,1.0664656259498604,0.3253386650863588,1.0,0.0,0.0,1.0,0.0
129558,30.947130573552787,0.130938501171401,3.159593087898285,1.0,1.0,0.0,1.0,0.0
43935,6.012620690508959,1.5785286206685487,0.6955535771620196,1.0,1.0,0.0,1.0,0.0
135146,0.357448610044953,4.485612773597295,1.7746897124219922,0.0,1.0,0.0,1.0,0.0
706536,5.958690961307896,0.5208167870228969,0.4200321452847608,1.0,0.0,0.0,1.0,0.0
107781,16.581302618382974,2.20461306982929,1.0330521031857447,1.0,0.0,0.0,1.0,0.0
383483,0.3963811332769401,0.789407125579119,0.5817939985995205,0.0,0.0,0.0,1.0,0.0
351299,64.57011473553486,2.9909865402085245,0.2178496875820186,1.0,1.0,0.0,0.0,0.0
14676,4.780989862754646,0.1138869414947088,5.692829100891215,1.0,0.0,0.0,0.0,0.0
105571,1.3116981549995572,29.208732744167765,0.4198204424576061,0.0,0.0,1.0,1.0,0.0
867772,1.562464901058453,0.5159304346114533,1.0291813921421815,0.0,0.0,0.0,0.0,0.0
306774,15.562795745826984,0.3851487918266184,1.4613914662741407,1.0,1.0,0.0,1.0,0.0
632003,4.410607044412501,0.2088642764382386,0.6146189814414632,1.0,1.0,0.0,1.0,0.0
352372,1.1989309535234685,0.2353743998160741,0.3953047227147349,0.0,0.0,0.0,1.0,0.0
319028,1.506974547966469,1.5637404429829338,0.8730568986564418,0.0,1.0,0.0,1.0,0.0
998333,0.8081293869151925,0.3951451039663011,2.9350168195150377,0.0,1.0,0.0,0.0,0.0
667673,19.839349084133232,0.0912235793871475,1.266773035459806,1.0,0.0,1.0,1.0,0.0
82580,5.3760342500191145,2.123349610324574,0.1105463532836812,1.0,0.0,0.0,1.0,0.0
489320,7.374336716632619,0.1328253381527722,3.04558341889271,1.0,0.0,0.0,1.0,0.0
350254,3.4940878493010223,1.828772506131917,0.2779260093567872,1.0,0.0,1.0,1.0,0.0
880855,42.08998968554082,0.6291484834668178,0.4694622755824376,1.0,1.0,0.0,0.0,0.0
705956,93.07159188835216,1.2684570273530102,0.8880187561688023,1.0,0.0,0.0,1.0,0.0
407223,4.546900346350166,0.2300433704287177,1.905149597015134,1.0,0.0,0.0,1.0,0.0
52649,78.85169745610334,0.1426108668278177,0.5604029675652257,1.0,0.0,0.0,1.0,0.0
459552,19.491145906857792,0.2246301803246314,0.0912929865575738,1.0,0.0,0.0,1.0,0.0
562102,6.471159632980221,2.4405907284606982,1.239009636567622,1.0,0.0,0.0,0.0,0.0
27099,7.623901085091803,4.71608097149896,0.8161909127397277,1.0,0.0,0.0,1.0,0.0
316729,11.9074565551032,4.8398332128939145,0.588731896606432,1.0,0.0,0.0,0.0,0.0
636477,6.39357770810547,1.426181121167525,3.652572553384402,1.0,1.0,0.0,0.0,0.0
429710,43.976016083836406,0.0216641947351822,1.2073878666351163,1.0,0.0,0.0,1.0,0.0
687346,0.3974247478620706,0.0371681594287813,1.052592541532618,0.0,0.0,0.0,0.0,0.0
600683,19.570179186700976,2.153076609633096,0.726144505016997,1.0,0.0,1.0,1.0,0.0
26913,70.59217623945098,0.0828838314763594,3.862324866193808,1.0,0.0,0.0,0.0,0.0
710147,36.25359116443917,3.1850517603836352,1.285651179352601,1.0,1.0,0.0,0.0,0.0
34930,0.8088451638189059,4.648943642602704,1.7554685123176343,0.0,0.0,0.0,0.0,0.0
927491,2.8928092397802283,0.9323898376666204,0.7247242101980736,1.0,0.0,0.0,0.0,0.0
231103,3.556539505263545,3.445109476280648,0.196845353331896,1.0,0.0,0.0,1.0,0.0
501501,4.265911894309134,2.949616278627498,0.6369007429651452,1.0,1.0,1.0,1.0,0.0
6575,1.296445386734621,3.5836489467348644,2.854771957963506,0.0,1.0,0.0,0.0,0.0
168514,6.146824378978602,0.1036836868731981,0.399106150671751,1.0,1.0,0.0,1.0,0.0
704806,8.812502084151587,0.3661667263213797,0.0681659357401153,1.0,1.0,0.0,1.0,0.0
436731,26.662967597003487,2.8049812530727274,1.2084354966578617,1.0,0.0,0.0,1.0,0.0
547039,135.89189242417584,0.0345210184004864,1.9519183888867304,1.0,0.0,0.0,1.0,1.0
391040,1.4341448116602211,0.4311082314911791,0.4954177962893142,0.0,1.0,0.0,1.0,0.0
821326,26.85940954062122,0.7401699100426867,3.1394175013233,1.0,0.0,0.0,0.0,0.0
38293,7.491712243964939,0.5643972205653244,1.75880312310602,1.0,0.0,0.0,1.0,0.0
759240,3.88451790349541,0.4607327044541269,0.4188716314196369,1.0,1.0,0.0,1.0,0.0
10672,2.7325288531439478,3.60393465289573,0.9092106421116456,1.0,0.0,0.0,1.0,0.0
186001,36.44511380226603,1.1511654803970497,0.4933930050385151,1.0,0.0,0.0,1.0,0.0
349627,10.137662303378924,0.0865406076593981,0.3804684835762685,1.0,0.0,0.0,1.0,0.0
686924,22.488305490813065,4.062087852510357,1.1670161613889096,1.0,0.0,1.0,1.0,0.0
411363,4.687483558476233,0.5150519068603704,0.7419926339603119,1.0,1.0,0.0,1.0,0.0
691237,7.374319186357762,0.1416358861688754,4.0118633134627775,1.0,0.0,0.0,1.0,1.0
447646,1.4145853124480847,0.0426560085915744,1.1783531146529098,0.0,0.0,0.0,1.0,0.0
167337,83.8404498869188,0.2749071510167189,7.642066548505529,1.0,1.0,1.0,1.0,0.0
87288,6.342591717131195,2.021486122815213,0.4027045831866264,1.0,1.0,0.0,1.0,0.0
806862,8.94640605932618,2.11700397492425,0.6990632464194696,1.0,0.0,0.0,1.0,0.0
862276,5.0710362741990345,0.0686296369552335,0.451840079936978,1.0,0.0,0.0,1.0,0.0
765296,16.444751158078393,0.3155188572879809,1.394591755406419,1.0,0.0,0.0,1.0,0.0
75594,4.455672475906072,6.998426113584975,2.342654878368524,1.0,1.0,0.0,0.0,0.0
754287,3.6826938685950834,0.1849228353744823,0.635707146540075,1.0,0.0,0.0,1.0,0.0
161280,2.844553162019003,0.2689780649422127,1.7623402209667198,1.0,1.0,0.0,0.0,0.0
109208,11.945388158076067,1.265395357831239,1.0014202399565135,1.0,1.0,0.0,1.0,0.0
236736,31.37864630049385,7.009522877633351,1.3663523865606022,1.0,0.0,0.0,0.0,0.0
85561,7.028881469255147,0.267203340514435,0.208837757413293,1.0,0.0,0.0,1.0,0.0
390113,14.53578506668454,2.67032357797084,3.444078010190178,1.0,1.0,0.0,1.0,0.0
136000,6.375970124955405,0.99368358942847,0.09949200236779,1.0,0.0,0.0,1.0,0.0
695084,9.27796902975465,0.7437315350805298,1.2316385833671002,1.0,1.0,0.0,0.0,0.0
659326,2.6794882292457034,0.0583745718801117,0.6672766598501855,1.0,1.0,0.0,1.0,0.0
331799,64.81807528620759,1.1896596077481991,1.9434685692405247,1.0,0.0,1.0,0.0,0.0
427632,5.349873063048745,0.0581591385737113,1.9063886801153496,1.0,0.0,1.0,0.0,0.0
640438,18.371464568898528,0.1557818216331093,1.2440673738640575,1.0,1.0,0.0,1.0,0.0
714656,4.745282910687106,4.5107122498636,0.3694255863664876,1.0,1.0,0.0,1.0,0.0
861152,38.03477886186924,0.1027800401861279,1.0451308096513257,1.0,0.0,1.0,1.0,0.0
951574,173.19920311198248,0.2609491574323309,0.3946890483796992,1.0,0.0,0.0,0.0,0.0
588036,22.87963428776957,0.0073060967691282,2.054414460499103,1.0,0.0,0.0,1.0,0.0
580048,4.61245396267722,2.0863468419276114,0.4515885343634007,1.0,1.0,0.0,1.0,0.0
384896,4.645381605113131,1.3703864308706584,0.9043278767870588,1.0,0.0,0.0,1.0,0.0
985067,5.2647834592871146,0.7509500518480451,0.3454765933011162,1.0,0.0,0.0,0.0,0.0
503411,7.26356436749582,0.5912050762525396,0.7677370213222074,1.0,1.0,0.0,1.0,0.0
565550,9.222447911086318,0.5296715487546578,0.3169284778170716,1.0,1.0,0.0,0.0,0.0
638442,18.094053274975472,0.1050500334661693,0.4968410505719647,1.0,1.0,0.0,1.0,0.0
370576,7.471542572822305,0.0910652222342065,2.03956688074091,1.0,0.0,0.0,1.0,0.0
413668,3.819247708925074,0.9725113313547714,2.463008078987365,1.0,1.0,0.0,1.0,0.0
659526,22.999017048669685,6.299204556521239,2.0334576471061983,1.0,0.0,0.0,1.0,0.0
456205,1.768408812489696,0.400721538518844,3.7115633848638216,0.0,0.0,0.0,1.0,0.0
966101,19.80039823505699,0.891988531519295,3.8967850029962383,1.0,0.0,0.0,0.0,0.0
596300,106.49536123569165,2.390315658343223,5.6668005019726415,1.0,1.0,0.0,1.0,1.0
121436,11.219161781428443,4.6733718928964985,0.4616941506959759,1.0,1.0,0.0,1.0,0.0
999934,5.512266196306896,19.81589467141672,0.7950523319097135,1.0,0.0,0.0,1.0,0.0
837386,1.0042962332253549,0.2731065872148923,1.5698828480284228,0.0,0.0,1.0,1.0,0.0
855112,13.389845099639226,0.4844099718500976,1.30542248032386,1.0,1.0,0.0,1.0,0.0
208123,56.89844699249893,9.14411603636154,2.6872046470863595,1.0,1.0,0.0,0.0,0.0
214553,11.43822373408883,0.9542149348176212,2.0465180025558376,1.0,0.0,0.0,0.0,0.0
541120,9.55620534133076,5.671890629835551,0.8221175817226831,1.0,0.0,0.0,0.0,0.0
219927,3.843689698401748,4.140230962044868,0.2234003552921888,1.0,0.0,0.0,1.0,0.0
377628,53.0361563910426,0.0814917423871559,1.9176497391354967,1.0,1.0,0.0,1.0,0.0
972232,11.894034133283172,2.086923424591752,0.7833245599929689,1.0,0.0,1.0,1.0,0.0
479243,2.4633951815032744,11.422783141221862,3.4958042726135865,1.0,1.0,0.0,0.0,0.0
59301,4.558761728370666,7.354455272991951,2.1631362983729048,1.0,0.0,0.0,0.0,0.0
189675,3.0510498346247257,0.3295704624539727,0.4354038165107127,1.0,0.0,0.0,0.0,0.0
64173,11.59394763192678,0.6710716099298916,1.3575753153712946,1.0,0.0,0.0,1.0,0.0
559504,32.659034777773606,0.536878395009851,0.2851646410932976,1.0,1.0,0.0,1.0,0.0
357869,9.586520439086904,0.4033149940314435,0.1588884578650376,1.0,0.0,0.0,1.0,0.0
981785,1.2965952039121609,0.186967045584723,0.1964874737386402,0.0,1.0,0.0,1.0,0.0
974547,69.26232503485376,2.934008444594578,0.3885822698065397,1.0,0.0,0.0,1.0,0.0
291551,0.3021086768350511,2.8208545734130195,0.2577180220032419,0.0,1.0,0.0,1.0,0.0
365065,10.154974186522535,4.381664240234198,2.2315896158068904,1.0,1.0,0.0,0.0,0.0
617323,4.4614874747783935,0.2660066216539358,0.7116032621556622,1.0,1.0,0.0,1.0,0.0
753419,0.768319095301424,1.381601815512954,0.9004034353188952,0.0,0.0,0.0,0.0,0.0
229568,27.89149146706511,8.681363205821993,10.027582093695615,1.0,0.0,0.0,1.0,1.0
450418,11.988077426058002,0.5552378311734286,0.1665295637489585,1.0,1.0,0.0,1.0,0.0
215034,32.25017553931822,0.6390852222644677,0.9067807931111802,1.0,0.0,0.0,1.0,0.0
950023,20.42599202949358,0.2691778954611786,0.5978765958367105,1.0,0.0,0.0,0.0,0.0
143828,17.995356093668462,17.265124486015246,0.8686471095091771,1.0,0.0,1.0,1.0,0.0
770762,8.603967558576773,1.067805065870906,1.339957098626,1.0,0.0,0.0,0.0,0.0
362601,0.3224773303236244,0.7505346091039047,1.2162449624104523,0.0,1.0,1.0,1.0,0.0
780157,6.317839246227663,0.2400431151837928,0.8620377171441965,1.0,1.0,0.0,0.0,0.0
275124,1.8543354559142275,1.5185963647491785,1.0049888957601216,0.0,0.0,1.0,0.0,0.0
485846,42.01366774097305,0.0788450556671164,2.7838460922871024,1.0,0.0,0.0,0.0,0.0
753120,6.480261367583725,0.0367158852177861,0.4137782072799414,1.0,0.0,0.0,0.0,0.0
879709,9.19180886260108,0.8546292750368677,0.4129175052959765,1.0,1.0,0.0,1.0,0.0
733076,15.26938339614382,17.69683648236614,2.335737243058899,1.0,1.0,0.0,1.0,0.0
442977,0.7738860084409775,0.7884950170060567,1.8494899787154235,0.0,1.0,0.0,1.0,0.0
281707,6.968675328453365,8.402315509360209,1.031687746647094,1.0,1.0,0.0,1.0,0.0
701107,26.61878013695508,2.525371379935243,0.1180678870939804,1.0,1.0,0.0,1.0,0.0
133409,14.050446296334814,0.2891084035706823,4.080328595776693,1.0,0.0,0.0,1.0,1.0
248094,32.207649396474174,1.7252613725349248,2.232335317127371,1.0,1.0,0.0,1.0,0.0
956780,7.264577707073655,19.132819736322556,1.349985711317511,1.0,1.0,0.0,1.0,0.0
369012,24.300144880018124,0.2319937136122681,0.8945257179185233,1.0,0.0,0.0,1.0,0.0
633367,2.5748532766556687,0.2138099377994997,1.9523798373836203,1.0,0.0,0.0,1.0,0.0
304102,7.603469007917735,0.2481489465178495,1.2360830265198777,1.0,0.0,0.0,0.0,0.0
452208,138.29962877418228,3.3498474975101264,1.0872078875867524,1.0,0.0,0.0,0.0,0.0
915860,50.87439982779077,1.832562542055268,0.1759658883712556,1.0,1.0,0.0,1.0,0.0
624243,15.059750025506691,0.4212981398142834,1.3075290427484192,1.0,0.0,0.0,1.0,0.0
686490,5.821860752225928,3.92111342565465,0.6940089661184745,1.0,1.0,1.0,0.0,0.0
4383,1.520734885533822,1.1388673256036188,0.6248337072894118,0.0,1.0,0.0,1.0,0.0
580432,8.080206174416167,0.7949236488585061,1.4397753760561631,1.0,1.0,0.0,0.0,0.0
302406,12.922125752267704,0.2487397977872917,10.921374075000008,1.0,1.0,0.0,1.0,1.0
150389,15.69293875681094,7.908325583632354,0.329878557585109,1.0,1.0,0.0,0.0,0.0
123886,7.971010184755398,17.156676008796428,2.3046950556067465,1.0,1.0,0.0,0.0,0.0
702004,10.291863387799845,0.258155063202689,1.2222010654841144,1.0,1.0,1.0,1.0,0.0
907860,7.205263841026717,0.4956304734815224,0.6330473938245001,1.0,0.0,0.0,0.0,0.0
623098,11.07584718406706,65.85518733354081,0.4357248631539997,1.0,0.0,0.0,1.0,1.0
496196,13.778019898249545,0.1193498129159504,0.4019434607106717,1.0,1.0,0.0,1.0,0.0
240848,5.087118461446249,48.17260347756185,0.4490551527804736,1.0,0.0,0.0,1.0,0.0
312696,1.513396660109113,6.436960616230979,0.8024713874995146,0.0,0.0,0.0,1.0,0.0
881721,27.23952772232017,225.41598221381076,1.9126099792825475,1.0,0.0,1.0,1.0,0.0
400335,7.5565961073405,2.346252409609431,4.409279620425517,1.0,1.0,1.0,0.0,0.0
953607,2.705594399451593,0.414783059278394,0.8877595554464119,1.0,0.0,0.0,0.0,0.0
89250,1.7549963308724608,3.625665329424699,0.2835278831799159,0.0,0.0,0.0,1.0,0.0
248144,0.7119259773140928,2.758667634642708,0.2068254962026445,0.0,1.0,1.0,0.0,0.0
668518,85.89273883980069,1.8301355694151409,1.5255999536971772,1.0,1.0,1.0,1.0,0.0
600211,3.298893786199778,0.2709281864803691,0.1360533384346127,1.0,1.0,0.0,0.0,0.0
201055,7.677496837579286,11.179545261281747,0.4973707160321016,1.0,1.0,0.0,0.0,0.0
915296,25.68378542508311,0.4667105271852,0.5322931362831919,1.0,1.0,0.0,1.0,0.0
363615,19.53669896749943,0.1590902963821743,2.212941595508794,1.0,1.0,0.0,1.0,0.0
242674,0.6436914502252623,0.2091858052873024,3.116498804126662,0.0,0.0,0.0,1.0,0.0
56314,14.938107504944774,0.7327981886486159,0.8392137857845365,1.0,0.0,0.0,1.0,0.0
52603,301.55921228250656,3.487894308297957,1.1200771196255823,1.0,1.0,0.0,0.0,0.0
683326,4.712428775418272,1.692598474467764,1.5026400688372368,1.0,0.0,0.0,0.0,0.0
895550,10.71161312146408,1.2264565641821747,1.5711537654290393,1.0,1.0,1.0,0.0,0.0
882202,25.554289981751463,2.9638556404703955,0.8205578271194562,1.0,0.0,0.0,0.0,0.0
126479,15.687150805633632,0.1442541607940321,1.0978481044257125,1.0,0.0,0.0,0.0,0.0
668350,14.695000732562312,0.0936843669553491,0.4978409474977019,1.0,0.0,0.0,0.0,0.0
473987,1.4186860126978875,2.404149556056467,2.013528220160099,0.0,1.0,0.0,1.0,0.0
311543,15.554813942634915,1.1962541148440369,0.8961589533369633,1.0,0.0,0.0,1.0,0.0
415517,12.519201423393538,0.7378053761550051,0.3443185793254684,1.0,1.0,1.0,1.0,0.0
144388,18.61741147191291,0.4030812621863534,1.70853663440643,1.0,0.0,0.0,1.0,0.0
23534,15.787864481626496,2.717646411787482,0.1223556514000814,1.0,1.0,0.0,1.0,0.0
329767,1.1158829071581764,4.485948762347258,2.213054332658992,0.0,1.0,1.0,0.0,0.0
820057,36.01788800506522,0.0154049045223237,0.1711799391161634,1.0,1.0,1.0,0.0,0.0
532016,0.3317209333986664,6.87633614539827,2.343878698427351,0.0,1.0,0.0,1.0,0.0
370767,30.125978703404403,0.4091943874913916,0.2732279762325438,1.0,0.0,0.0,1.0,0.0
665800,20.058386016609276,0.3091593096832449,0.4856633551599492,1.0,0.0,0.0,0.0,0.0
550705,9.618906405733238,0.8732968575358393,0.4459322907596449,1.0,0.0,0.0,1.0,0.0
498465,10.207634479798418,7.731434568867922,6.792794794644267,1.0,1.0,0.0,0.0,0.0
165173,4.342136168842446,0.6244659177617512,1.5187029890977617,1.0,0.0,0.0,1.0,0.0
391917,2.662511915495495,5.6692104995890125,0.5158163538131036,1.0,0.0,0.0,0.0,0.0
853568,12.775646827418107,0.3134082372171719,1.6265230450233426,1.0,1.0,0.0,1.0,0.0
690294,3.712889245491513,2.505427043277741,3.2523747501311258,1.0,0.0,1.0,1.0,0.0
460247,50.17559152989626,1.5133640672177986,2.051863618622719,1.0,0.0,0.0,1.0,0.0
275981,12.946956910468352,12.608201955116064,2.2194278088760955,1.0,0.0,0.0,1.0,0.0
719940,2.714115983042292,0.8177120814720581,1.44145235767755,1.0,1.0,0.0,1.0,0.0
234588,1.0838025767339667,6.565622908271337,1.2626217796250654,0.0,0.0,0.0,1.0,0.0
714604,9.071340562305284,0.0184904171314173,2.059027448109489,1.0,0.0,1.0,1.0,0.0
777644,7.121447586340296,1.945612061301199,0.6632158189365209,1.0,0.0,0.0,1.0,0.0
313312,32.49408468637474,0.0451683216125088,0.4975322046242061,1.0,1.0,0.0,1.0,0.0
298217,11.982928404576215,3.032594672976044,0.3639769169664775,1.0,0.0,1.0,1.0,0.0
577436,5.949585562668227,0.6303423018261924,0.6841162546654886,1.0,1.0,0.0,0.0,0.0
519559,13.508996647218764,0.2603842489858592,3.356510150618765,1.0,1.0,0.0,1.0,0.0
711328,0.432535016855301,0.8345570743159219,2.7491258049450478,0.0,0.0,0.0,1.0,0.0
180874,21.03132771796652,1.377504671400042,0.9811023554595196,1.0,0.0,0.0,1.0,0.0
100564,149.31703742042737,0.7821508157363102,0.7423180339944947,1.0,0.0,0.0,1.0,1.0
546134,0.5525812373301207,26.13566596767108,0.2003963664329072,0.0,0.0,0.0,1.0,0.0
520426,5.679570067427714,0.6425605291577209,1.5611669090890652,1.0,0.0,0.0,0.0,0.0
105428,34.521829965456035,1.5230670427346022,0.1896314388522567,1.0,1.0,1.0,1.0,0.0
20713,19.19891186753428,0.5183020794937538,13.86501084443347,1.0,1.0,0.0,1.0,1.0
638283,19.849461040852297,4.488487463669235,0.7947907930448654,1.0,1.0,0.0,1.0,0.0
231768,49.59649562978177,14.944540062264432,5.454854657003491,1.0,0.0,0.0,1.0,1.0
908107,10.652044607178816,0.3643434675012204,2.813865767191908,1.0,0.0,0.0,0.0,0.0
506575,18.976516351562942,1.3731980672802222,0.2418175809053967,1.0,0.0,0.0,0.0,0.0
790679,12.991898748756103,0.83714299049289,5.919485272972896,1.0,1.0,0.0,1.0,1.0
916343,2.54225940066443,0.7576531106244305,0.3257872685533403,1.0,1.0,0.0,0.0,0.0
739152,4.281885261191443,1.0693227783608164,1.3261197301628995,1.0,1.0,0.0,1.0,0.0
630058,15.288591167112074,0.0550165004039632,8.060149872632396,1.0,1.0,0.0,1.0,1.0
84739,2.421108053351037,0.3482798367411621,2.258562169331209,1.0,1.0,0.0,0.0,0.0
754391,4.62891432536591,15.95146354813456,0.991374850817832,1.0,0.0,0.0,0.0,0.0
952438,3.1783479778256423,2.017168379666327,2.121493366786848,1.0,0.0,0.0,1.0,0.0
460476,5.406975520064601,0.6480521861718038,2.545623962476714,1.0,1.0,0.0,1.0,0.0
2546,8.991078792616937,0.5592954417074396,0.6264075106540891,1.0,0.0,0.0,1.0,0.0
729821,3.1001959512401798,0.0627973301293038,2.3151454005202305,1.0,0.0,0.0,1.0,0.0
464924,20.79085343663932,0.0249926260331157,2.348304260942618,1.0,0.0,0.0,1.0,0.0
382052,10.726758941076216,1.2743757260035466,0.2555702222342068,1.0,0.0,0.0,1.0,0.0
35857,1.959451484341099,1.1431276093984315,3.320492329112409,1.0,0.0,0.0,0.0,0.0
113483,3.759059417010627,0.4554729986848438,5.829947472179175,1.0,0.0,0.0,1.0,1.0
398971,43.15041777060385,56.48905087073109,0.2822869832626743,1.0,0.0,0.0,1.0,1.0
315055,4.17450065050966,0.5537307888482195,1.7566655099550263,1.0,0.0,0.0,1.0,0.0
322921,25.066539736791395,5.974679419864819,1.4236891074371036,1.0,0.0,0.0,1.0,0.0
787755,3.039000273698894,1.8944258692808,0.247760186956947,1.0,1.0,0.0,1.0,0.0
833750,0.7383913828834082,17.29718412842362,2.8212797556504965,0.0,1.0,0.0,1.0,0.0
26780,16.695036272072503,5.098165903025114,4.159502388897509,1.0,0.0,0.0,1.0,1.0
321491,5.008736634953949,1.8050953330581256,7.19194592121384,1.0,1.0,0.0,1.0,1.0
146020,14.375890786792157,0.3065170335453875,0.6354025838970889,1.0,1.0,1.0,1.0,0.0
877173,24.97239857681871,1.6022951970793469,0.914659194078713,1.0,0.0,0.0,1.0,0.0
906287,2.223723955451176,0.1673123124079461,1.3174378064728918,1.0,0.0,0.0,0.0,0.0
739337,25.341176116358465,5.717757484968508,1.0465163753343374,1.0,0.0,0.0,0.0,0.0
483022,11.87371129585669,0.7488735551760797,3.355003276880858,1.0,0.0,0.0,0.0,0.0
513496,1.982331303698999,0.0249760425165875,6.041607418022481,1.0,0.0,0.0,1.0,1.0
964162,5.279566955505899,2.060997662188933,0.7273382989167433,1.0,0.0,0.0,1.0,0.0
58494,84.5686762998819,0.2327918944603484,1.971770099728224,1.0,0.0,0.0,1.0,0.0
738961,2.568873419584416,0.1353312048534978,2.663642941458756,1.0,0.0,0.0,1.0,0.0
824605,13.32478841490653,2.7876219176778383,1.9991566612694245,1.0,0.0,1.0,0.0,0.0
792886,2.2584074316959084,0.1993657912932759,2.6203149934011205,1.0,0.0,0.0,0.0,0.0
335877,4.984047902905343,3.094011675192992,1.177971124097596,1.0,0.0,0.0,0.0,0.0
